book_id,title
15138176,[1734 06 23] Ordonnantie der Heeren wethouderen op het taxaet der drogen ende medicamenten raeckende de pharmacie van de apotekarissen der stadt Brussel
11937571,L'Art poétique d'Horace
11520346,"Die Bösartigkeit der Carcinome, dargestelt als eine Folge ihrer örtlichen Destructivität"
11910695,Remarques sur les caractères généraux des singes américains et Description d'un genre Nouveau (...)
13514958,Geschichten einiger der berühmtesten Burgen und Familien des Herzogthums Braunschweig
13222602,L'ombre de Diderot et le bossu du marais
13229036,Nuovo prospetto della scienze economiche (...)
11340561,Antidote contre le somnambulisme [...]
12453864,Oeuvres facétieuses de Henri Delmotte
12170689,Ueber Pharmacopoeen überhaupt und die neu zu bearbeitende [...]
12174443,Notice sur l'eau minérale de Schwalheim
12152755,"De la nouvelle école de chirurgie dentaire, ou de la guérison substituée à l'extraction"
13625138,Succincta descriptio febris epidemicae Malagae nuper saevientis() edita jussu DPetri Truxillo rerum militarium civiliumque rectoris Malaga ex hisponico in latinum versa a Iosepho Salomone Frank
12170151,The chemical decompositions of the London Pharmacopoeia
12982019,Descriptio graminum in Gallia et Germania
11788213,"Catalogue des ouvrages mis à l'Index, contenant le nom de tous les livres condamnés par la cour de Rome"
12290034,Etudes sur l'article 67 du code de commerce
13027381,Recherches sur la nature et les lois de l'imagination
11784903,Du choléra. Origine. Propagation. Moyens préservatifs
12356326,"Jeanne de Vaubernier, ou la cour de Louis XV"
13043330,"Epitome linguae japonicae. Auctore Ph. Fr. de Siebold, med. docte"
13210643,Sur l'ordre des colonnes - piliers en Egypte et ses rapports avec le second ordre égyptien et la colonne grecque
12509346,Principales causes de la richesse ou de la misère des peuples et des particuliers
12207829,"Manuel du publiciste et de l'homme d'État, contenant les chartes et lois fondamentales, les traités, conventions et notes diplomatiques, les proclamations, actes publics et autres documens officies"
13408564,Les mois
12679390,"Remarques inédites du président Bouhier, de Breitinger et du Père Oudin sur quelques passages d'Horace [...]"
12309375,"Lamuel, ou le Livre du Seigneur"
13027886,Histoire diplomatique de Martin Behaim
12137464,Histoire de l'ophthalmie des armées
11914077,Historia molluscorum Sveciae [...]
13332971,"Examen historique de la révolution espagnole suivi d'observations sur l'esprit public, la religion [...]"
11913398,Catalogue synonmique et raisonné des testacés fossiles recueillis dans les faluns miocènes des communes de La Brède et de Saucats
11938983,History of Spanish and Portuguese literature
11344772,"Réponse au mémoire adressé le 14 janvier 1837, par Mr. L. Ocreman, curé de l'église de Saint-Claire, a MM. les bourgmestre et échevins de cette ville"
13471006,Description historique et pittoresque de l'église cathédrale de Saint Bavon [...]
12359151,Iris
12360294,Forte-spada l'Aventurier
12000148,Dal Saggio sopra l'origine unica delle cifre e lettere di tutti i popoli per M. De Paravey
13294545,Scènes populaires montoises
13330404,"Le quadrille des enfans, ou système nouveau de lecture (...) avec figures en taille-douce"
13401752,Le Danube allemand et l'Allemagne du Sud
12202212,"Nouvelle Histoire de France de le Ragois [...], suivie d'un Abrégé de l'histoire romaine, ancienne, poétique et de la Géographie"
13156156,Une monnaie de Blankenberg
12408801,Eclisse solare del giorno 18 giugno 1860
11703282,Zoonomia ovvero leggi della vita organica di Erasmo Darwin [...]
11556537,Reseña histórica de los monumentos que existen en la insigne ciudad de Alcala de Henares
13732370,"Afrika von Süd nach West und von West nach Ost endlich einmal durchkreuzt, oder Kurze Uebersicht der Missionsreisen und Entdeckungen des Dr. Livingston durch [...]"
