book_id,title,year,language,publisher_name_cleaned,period
11307649,El génesis de nuestra raza. El catolicismo y la democracia. Los comuneros del Paraguay,1899,spa,Librería Del Colegio De Pedro Igón Y Cía,1891-1901
12483445,"Petit cours d'histoire de Belgique, rédigé conformément au programme des écoles primaires et des sections préparatoires des écoles moyennes",1895,fre,Alfred Castaigne,1891-1901
12726469,History of the regency and reign King George the fourth,1830,eng,,1831-1860
11884002,La Caverna ossifera di Frasassi,1872,ita,,1861-1890
11670422,Mémoires d'un bourgeois de Paris,1856,fre,,1831-1860
13122198,Deuxième notice sur les travaux scientifiques de M. Camille Dareste,1879,fre,Typographie A. Hennuyer,1861-1890
11716994,Étude sur les divers systèmes de serres,1891,fre,,1891-1901
13367103,La photographie appliquée à l'archéologie,1879,fre,,1861-1890
11673380,Procès en diffamation,1863,fre,Imprimerie A. Mertens & Fils,1861-1890
13613519,Mémoire sur l'organisation de l'enseignement moyen,1853,fre,,1831-1860
11705521,Commentarius in Acta Apostolorum,1837,lat,P.J. Hanicq,1831-1860
12257890,La Badia o trappa di Casamari nel suo doppio aspetto monumentale e storico brevemente descritta,1878,ita,,1861-1890
12381463,Hommage à la mémoire de la princesse de Liévin,1828,fre,,1801-1830
13338602,"Till ähörande af de offentliga föredrag, hvarmed Professoren i ryska spräket och litteraturen",1868,swe,J.C. Frenckell & Son,1861-1890
11676770,Die Papageien,1867,ger,,1861-1890
13553998,Das herzogliche Kunstkabinet zu Gotha,1846,ger,,1831-1860
12785113,Nécrologe et cartulaire des Dominicains de Grenoble,1870,fre,,1861-1890
11335078,"Manuel du service sanitaire de l'armée, des prisons, des chemins de fer",1864,fre,Charles Lelong,1861-1890
12014613,De Bedelares van Saint-Eustache of de Wroeging,1888,dut,,1861-1890
12994351,"Droit romain, de la preuve littérale. Droit français, de la force probante de l'acte notarié",1884,fre,,1861-1890
12422803,België en de Kongo,1895,dut,,1891-1901
12183096,La fin de la littérature classique allemande et la jeune Allemagne,1891,fre,,1891-1901
12900596,Vie et aventures de John Davys,1840,fre,"Méline, Cans & Cie",1831-1860
12070849,Contribution à l'étude profane de la Bible,1889,fre,Auguste Ghio,1861-1890
12144268,Cours complet d'économie domestique et d'alimentation,1890,fre,,1891-1901
12511674,Leçons de trigonométrie sphérique,1844,fre,,1831-1860
11263218,Étude d'histoire sociale. La Noblesse française sous Richelieu,1901,fre,Armand Colin,1891-1901
12144122,Du jury,1828,fre,"Lejeune, Théodore",1801-1830
12802149,Leçons d'Arithmétique élémentaire,1900,fre,Vasseur-Delmée,1891-1901
13289123,"Des crises commerciales et de leur retour periodique en France, en Angleterre et aux Etats-Unis",1862,fre,Librairie De Guillaumin & Cie,1861-1890
12023321,"Preliminary report upon invertebrate fossils collected by the expeditions 1871, 1872, and 1873",1874,eng,,1861-1890
11491384,De Arme Schoolmeester. Oranje in de Kempen.,1876,dut,,1861-1890
11846790,Liste des membres de l'association des ingénieurs sortis de l'école de Liège,1850,fre,F. Renard & Frères,1831-1860
11645216,Lexicon,1871,ger,F.A. Brockhaus,1861-1890
13448864,"Programme détaillé du cours complet de mathématiques élémentaires,",1832,fre,,1831-1860
12965311,Liste générale et alphabétique des villes et communes de la Belgique,1837,fre,"Legros, J.J.",1831-1860
12254565,De laatste werken door het Davidsfonds uitgegeven,1892,dut,A. Siffer,1891-1901
11612200,Compagnie générale pour l'éclairage et le chauffage par le gaz,1868,fre,Imprimerie F. Parent,1861-1890
22193759,Aardrijksundige beschrijving van Midden-Sumatra,1882,dut,,1861-1890
13472939,"Glossaire roman des Chroniques rimées de Godefroid de Bouillon, du Chevalier au Cygne et de Gilles de Chin",1859,fre,,1831-1860
15102782,"Adres voor-te-draegen aen de doorluchtige vergaedering der Staeten van Braband, door menigvuldige borgers en land-genooten van allen slach en rang",1790,dut,Unknown,1751-1800
13455308,Bestimmungen über Handel and Schifffahrt der Vereinigten Staaten von Nord Amerika,1855,ger,,1831-1860
11520593,Abdication de Charles-Quint,1841,fre,,1831-1860
12056542,Nouveau dictionnaire de poche flamand-français et français-flamand,1852,fre,P.J. Hanicq,1831-1860
17204157,Congrès international de thalassothérapie,1896,fre,,1891-1901
12461056,Mac-Mahon et Canrobert,1896,fre,"Société Saint-Augustin, Desclée, De Brouwer & Cie",1891-1901
12160563,État de la question des eaux d'égout en France et à l'étranger,1877,fre,Berger-Levrault,1861-1890
12136271,Il fanciullo alla Cresima,1890,ita,,1891-1901
11763311,Les véritables causes de la guerre,1871,fre,,1861-1890
11834824,Critiques militaires,1871,fre,"A. Lacroix, Verboeckhoven & Cie",1861-1890
12285884,Les Druides,1844,fre,,1831-1860
12344937,"Zal er een kwaad in de Stad zijn, dat de Heer niet doet?",1832,dut,Mensing En Van Westreenen,1831-1860
12384864,Le livre des visions et instructions de la Bienheureuse Angèle de Foligno,1895,fre,,1891-1901
11703392,"Courage, St-Père, courage!",1881,fre,,1861-1890
12205107,Notice historique sur la vie et les travaux de Victor Cousin,1869,fre,Didier & Cie,1861-1890
12558486,De heilige Rosa van Viterbië,1897,dut,,1891-1901
11275038,La celebre contesa fra S.Stefano e S. Cipriano,1862,ita,Salviucci,1861-1890
12846755,L'Art Chrétien et l'Ecole Allemande,1856,fre,,1831-1860
15099949,"Aen Myne zeer Eerweêrde Heeren die Raedslieden, Litmaeten van den Souvereynen Raede Van Brabant, actuelyk binnen de Stad Antwerpen residerende",1788,dut,,1751-1800
12877580,Traité de change,1843,fre,"Rongier, H.",1831-1860
12733487,"Deflection of the permanent way under running trains from observations carried out in 1897, on the Warsaw-Vienna railway",1898,eng,Typographie De P. Weissenbruch,1891-1901
11451032,L'ombre de la marquise de Créquy,1835,fre,,1831-1860
22262150,L'apocalypse et Rome papale,1877,fre,,1861-1890
12735452,"Drabos en Peer Startens de ontwikkeling des kwaads, de drank, de invloed der vrouw",1899,dut,De Seyn-Verhougstraete,1891-1901
17204494,"Compte-rendu du Congrès international colonial, sous le haut patronage de S. M. le Roi des Belges",1897,fre,,1891-1901
12650922,Deventer's oudste Stadrecht (1448),1866,dut,,1861-1890
12276371,Notice sur la grande carte topographique de la France dite carte de l'état-major,1853,fre,,1831-1860
13470444,Simples esquisses de la guerre,,fre,,
12882267,"Recueil de spots, expressions, termes, axiomes, dictons et proverbes wallons en dialecte de Stavelot",1901,fre,Michel Bouché,1891-1901
12991521,"Du droit de préférence entre créanciers hypothécaires, en droit romain et en droit français",1880,fre,,1861-1890
12738805,Philosophie ésotérique de l'Inde,1899,fre,Georges Balat,1891-1901
12247257,Thirteenth annual report of Edinburgh original ragged industrial schools (...) for the year ending 30th November 1859,1860,eng,John Maclaren,1861-1890
11785331,"Histoire de Jeanne d'Albret, Reine de Navarre",1823,fre,,1801-1830
12808903,Histoire du prince royal duc d'Orléans,1842,fre,,1831-1860
13553957,Das Grüne Gewölbe in Dresden,1839,ger,,1831-1860
13065895,Dissertatio de latine scriptis quae graeci veteres in linguam suam transtulerunt,1852,lat,Theodori Fischeri,1831-1860
12591087,De sacramentis in specie,1897,lat,,1891-1901
11948317,Bemerkungen über ein Paar Schlesische Säughthierarten (...),1826,ger,,1801-1830
13675903,Traité de droit commercial maritime,1878,fre,A. Durand & Pedone-Lauriel,1861-1890
11265805,Les fastes de Versailles,1844,fre,,1831-1860
13201798,Etablissements de produits chimiques,1855,fre,"Samuel, Henri",1831-1860
11298463,Inventaire analytique des archives anciennes de la mairie d'Angers,1861,fre,,1861-1890
13482544,"Oeuvres oratoires de Challemel-Lacour, de l'académie française",1897,fre,,1891-1901
11815894,Voyages dans l'Amérique septentrionale,1874,fre,,1861-1890
11561385,"Histoire du moyen-âge, à l'usage des athénées royaux et des collèges",1878,fre,Hector Manceaux,1861-1890
11663545,Contre-mandement de carême,1858,fre,"Van Meenen, François",1831-1860
11294429,Die Durchquerungen Afrikas,1884,ger,C. G. Lüderitz'Sche Verlagsbuchhandlung,1861-1890
12421570,Exercices de calcul différentiel,1894,fre,A. Miot & Jamar,1891-1901
13330434,Secret politique de Napoléon,1853,fre,Amyot,1831-1860
22284412,Droit romain ; Origine de l'Action en garantie d'éviction,1889,fre,,1861-1890
12104036,"Verslag van het bestuur der afdeeling 's Gravenhage van de vereeniging Nederlandsche Mettray, over 1854",1854,dut,,1831-1860
12557948,Vingt Années de République Parlementaire au Dix-Septième Siècle,1884,fre,,1861-1890
12351955,La Jeunesse et l'évangile,1868,fre,,1861-1890
11320203,Histoire de la Littérature Italienne,1867,fre,,1861-1890
11559528,"Léopold Ier et Léopold II,",1878,fre,,1861-1890
13298538,Bibliographie de l'Orient Latin,1885,fre,Société Pour L'Étude Des Croisades & De L'Orient Latin,1861-1890
22535080,La collezione litologica che con tanto amore e squisitezza di gusto va facendo da molti anni il Signor de Meester (...),,ita,,
12349849,Aardrijkskunde der lagere scholen met geschiedkundige aanteekeningen voor België,1894,dut,H. Dessain,1891-1901
11451427,Deutsches bürgerthum im mittelalter,1868,ger,,1861-1890
13056281,"Le Duc et la Duchesse de Brabant, le 23 août 1853",1853,fre,M. Hayez,1831-1860
12751346,La croix et l'autel dans tous les temps et dans l'éternité,1899,fre,,1891-1901
11466698,Geschiedenis der stad en kastelnij van Veurne,1873,dut,,1861-1890
11633611,Congrès de la paix universelle,1848,fre,,1831-1860
11266800,Der Selige Petrus Canisius,1865,ger,,1861-1890
15459004,Einhardi annales,1845,lat,Impensis Bibliopolii Hahniani,1831-1860
12239177,Les localisations cérébrales et le siége de la sensation dans la philosophie scolastique,1892,fre,A. Siffer,1891-1901
12454692,Le Juif errant,1846,fre,"Méline, Cans & Cie",1831-1860
12283343,Du redressement et de l'immobilisation dans le traitement des tumeurs blanches des membres,1880,fre,,1861-1890
12627702,Les lois belges à la portée de tous,1898,fre,,1891-1901
11967791,Chorée traitée au moyen de l'électricité,1862,fre,"Buschmann, Joseph-Ernest",1861-1890
22181165,Le gentilhomme pauvre,1881,fre,Calmann-Lévy,1861-1890
12400940,Petri Caprano S. R. E. Cardinalis Laudatio funebris,1836,lat,,1831-1860
13703599,Le Conflit Finlandais envisagé au point de vue juridique,1900,fre,Éditions De L'Humanité Nouvelle,1891-1901
12227668,Aperçus sur quelques détails de la guerre,1860,fre,,1861-1890
12072621,Voix d'un Polonais israélite en faveur de l'indépendance de la Pologne,1863,fre,Ch. & A. Vanderauwera,1861-1890
12990221,De l'Acquisition des Fruits en Droit Romain et en Droit Français,1881,fre,,1861-1890
12829332,Mary Queen of Scots and Her Marriage with Bothwell,1883,eng,,1861-1890
11396037,L'Eglise Essénienne au Clergé Romain,1884,fre,,1861-1890
11273289,Ueber die neuesten Entdeckungen in Afrika,1869,ger,C. G. Lüderitz'Sche Verlagsbuchhandlung,1861-1890
11560681,Généalogie de la famille Courcol dite de Bailliencourt,1878,fre,,1861-1890
12338360,La circulation du sang,1881,fre,G. Masson,1861-1890
13054437,"Histoire de la gilde souveraine des couleuvriniers, arquebusiers et canonniers, dite chef-confrérie de Saint Antoine, à Gand",1866,fre,,1861-1890
11703964,"Mémoire justificatif pour MM. Prosper Thuysbaert, Edouard Louvau, François De Poorter, Charles Louis Van Damme, Edouard Vanden Abbeele et Alphonse Vanden Abbeele, tous à Lokeren",1882,fre,,1861-1890
13704834,Traité de géologie,1900,fre,Masson & Cie,1891-1901
11697764,La vie arabe et la société musulmane,1869,fre,,1861-1890
12296218,Étude sur l'état des rapports des domestiques et des maîtres et sur les moyens d'améliorer ces rapports,1844,fre,,1831-1860
13003804,"Notice sommaire sur les assolemens adoptés par M. Morel de Vindé, Pair de France, Dans son Exploitation à la Celle-Saint-Cloud, près Versailles",1816,fre,Bouchard-Huzard,1801-1830
11590012,"Sailing directory for the island of Newfoundland, comprising a general description of its bays, habours, anchoring places, etc., etc.",1876,eng,James Imray & Son,1861-1890
11720268,Wiertz,1883,dut,,1861-1890
12058098,De la Trinité antique et du droit de vie et de mort,1827,fre,,1801-1830
12632936,"Life of Beato Angelico da Fiesole, of the Order of Friar-Preachers",1865,eng,,1861-1890
12550887,Die Naturgeschichte des Volkes als Grundlage einer deutschen Social-Politik,1866,ger,"Cotta, Johann Friedrich",1861-1890
13696584,La botanica y los botanicos de la Peninsula hispano-Lusitana,1858,spa,,1831-1860
11330298,"Liederen, balladen en sonnetten",1891,dut,L.J. Janssens & Zonen,1891-1901
11611745,Le curé politique,1880,fre,,1861-1890
13717323,Magyarische Grammatik,1858,ger,,1831-1860
11644831,De maetschappy voor tael en kunst,1854,dut,,1831-1860
11346573,La Grande industrie du Royaume de Hongrie,1901,fre,Ministre Royal Hongrois Du Commerce,1891-1901
11346573,La Grande industrie du Royaume de Hongrie,1901,fre,Imprimerie De La Société Franklin,1891-1901
15101604,"De Bruxelles, le 12 février 1789. L'Empereur ayant été informé que son Conseil de Brabant, sur la réquisition des Etats de cette Province, avoit rendu, pendant le courant des mois de mai & de juin 1787, plusieurs décrets aussi attentatoires à la Souveraineté de S.M. que contraire aux regles inviolables ...",1789,fre,,1751-1800
12023839,"Laws, by-laws and rules and regulations of the reform-school of the district of Columbia",1873,eng,,1861-1890
12803306,Les craies grises phosphatées dans la métallurgie de l'acier Thomas et Gilchrist,1900,fre,,1891-1901
11952551,Considérations sur la Monnaie de l'Epoque Romane et Description de quelques Triens Mérovingiens,1851,fre,,1831-1860
11268495,Quelques observations sur l'administration de la vapeur du chloroforme dans la pratique des accouchemens,1864,fre,H. Manceaux,1861-1890
12836886,Ragionamento,1845,ita,,1831-1860
12564913,Traité des maladies de l'utérus et de ses annexes,1866,fre,,1861-1890
12683251,Beknopt etymologisch woordenboek der nederlandsche taal,1898,dut,,1891-1901
12365825,Storia documentata di Carlo V,1894,ita,,1891-1901
11937871,Liber memorialis,1854,lat,,1831-1860
11604067,"Kurzer Unterricht zur Erziehung der Obstbàume, Küchen-Handels-und Arzneigewächse, besonders in Industrie-Gärten",1836,ger,,1831-1860
11764270,Verborgen lijden,1884,dut,"Janssens, Lodewijk",1861-1890
12265369,Notes sur quelques sources manuscrites de l'histoire belge à Rome,1892,fre,Imprimerie De F. Hayez,1891-1901
12104394,"De La part que la société des Sciences du Hainaut à prise à l'érection de la statue d'Orlande de Lassus, célèbre compositeur montois",1854,fre,,1831-1860
12293803,"Bombe lumineuse, ou abolition de la contrainte par corps",1830,fre,,1831-1860
12788919,Variétés orientales,1872,fre,Maisonneuve & Cie,1861-1890
12258111,Sur les chemins de l'Europe,1893,fre,Marpon & Flammarion,1891-1901
12812277,Exposition Meissonier,1884,fre,Galerie Georges Petit,1861-1890
12894945,Guide de la jeune ouvrière,1901,fre,Desclée De Brouwer & Cie,1891-1901
11666962,Eléments de géométrie par A.-M. Legendre.,1881,fre,,1861-1890
22069960,Correspondance du duc de Mayenne,1860,fre,P. Dubois,1861-1890
22358131,Au ministère de l'instruction publique 1887,1888,fre,Librairie Hachette & Cie,1861-1890
13671584,"Mathematik, Zeichnenkunst Physik und Chemie in ihrer Anwendung und Beziehung auf die praktische Gärtnerei",1839,ger,,1831-1860
13300919,Ernest Maltravers,1842,eng,Bernhard Tauchnitz,1831-1860
11996353,Les catacombes romaines,1868,fre,,1861-1890
13117265,Ueber die Lehrmethode Schleiermacher's,1834,ger,,1831-1860
12922900,Description de plusieurs fiertons ou poids monétaires de quelques anciennes monnaies d'or françaises,1858,fre,,1831-1860
12492717,Tableaux synoptiques pour faciliter l'étude de la syntaxe latine de J. Gantrelle,1896,fre,,1891-1901
13611649,Distribution solennelle des prix aux élèves de l'Athénée le 17 août 1845,1845,fre,,1831-1860
13351223,Essais (et nouveaux Essais) de Psychologie contemporaine,1883,fre,,1861-1890
11425201,Etat du Poitou sous Louis XIV,1865,fre,Pierre Robuchon,1861-1890
11740099,Lessen over natuurwetenschap,1883,dut,,1861-1890
12280355,Théorie mécanique de la chaleur,1893,fre,,1891-1901
13309704,The schoolmaster,1836,eng,,1831-1860
12499091,Curiosités de l'économie politique,1861,fre,Librairie Adolphe Delahays,1861-1890
12239451,Nouveau système de défense de la Hollande,1874,fre,Tanera Ch.,1861-1890
12053858,Vie illustrée de Garcia Moreno,1898,fre,,1891-1901
12112001,Alcuno contradizioni della Bibbia,1874,ita,Natale Battezzati,1861-1890
13464659,Extrait du dictionnaire biographiques des hommes du nord,,fre,,
13227343,El Derecho de la Guerra conforme à la moral,1877,spa,,1861-1890
11812790,Exposition universelle de 1889,1889,fre,Crété,1861-1890
11506792,Problème de la certitude,1845,fre,Joubert,1831-1860
12606472,Catalogue des tableaux,1877,fre,,1861-1890
11788277,Les ophidiennes (scènes de la vie moderne),1884,fre,,1861-1890
12365339,"Beknopte uitlegging der Staatswetten, grondwet, provincie- en gemeentewet",1895,dut,,1891-1901
11317855,Iconographia mariana,1852,ger,,1831-1860
13717014,Versuch einer Koibalischen und Karagassischen Sprachlehre nebst Wörtervetzeichnissen aus den tatarischen Mundarten des Minussinschen Kreises,1857,ger,,1831-1860
13584893,Les sept merveilles du Cambrésis,1836,fre,,1831-1860
12203112,Arithmétique pratique à l'usage des écoles primaires et moyennes,1891,fre,,1891-1901
13231200,Das Preussische Staatsrecht,1888,ger,Breitkopf & Härtel,1861-1890
11279101,Klimaunterschiede gleicher Breiten,1892,ger,J. F. Richter,1891-1901
13506067,Dogma socialista de la Associacion Mayo,1846,spa,,1831-1860
13062997,Mittheilungen aus dem Gebiete der Numismatik und Archaeologie / Notizie peregrine di numismatica e d'archeologia,1851,multiple languages,,1831-1860
22175410,Essai sur l'histoire littéraire du moyen âge,1833,fre,Maire-Nyon,1831-1860
11267129,Voyage en terre sainte,1865,fre,,1861-1890
12621355,Tooneelstukken,1897,dut,,1891-1901
12742290,De practische taalmeester,1899,dut,I. Vanderpoorten,1891-1901
13278659,Kleine Schriften zur Alten Geschichte,1893,ger,Veit Und Comp,1891-1901
13600018,Traité élémentaire de physiologie humaine,1862,fre,P. Asselin,1861-1890
12818721,L'étude des applications est le meilleur adjuvant du progrès scientifique en géologie,1900,fre,Hayez,1891-1901
22431079,L'inauguration de l'Empire Libéral. Le Roi Guillaume,1900,fre,,1891-1901
11855462,"Eustaquio, episodio de los primeros tiempos del cristianismo, seguido de algunos cuentos escogedos",1886,spa,,1861-1890
13617662,"San Girolamo, il dottore massimo, dimostrato evidentemente di patria istriano",1829,ita,,1801-1830
22097645,Eight report of the science and art department of the committee of council on education,1861,eng,,1861-1890
12715640,Sur les distances moyennes à la côte dans les océans,1898,fre,,1891-1901
12856440,La quinte-essence sociale,1899,fre,,1891-1901
12656353,Juarez et César Cantu,1885,fre,,1861-1890
11915638,Memoria geo-zoologica sugli Echinidi fossili del contado di Nizza,1843,ita,,1831-1860
11317498,Recherches historiques sur la ville et les anciennes baronnies de Tonneins,1833,fre,,1831-1860
13477972,Narrative of an expedition to explore the river Zaire,1818,eng,,1801-1830
12643417,Lezioni di statistica teorico-pratica,1863,ita,Stamperia E Cartiere Del Fibreno,1861-1890
12649927,Shakespeare and his times,1838,fre,"Baudry, Libreria Europea",1831-1860
13624618,A toutes les gloires de l'ancien pays de Liége,1842,fre,,1831-1860
13387842,Leçons nouvelles de Cosmographie,1866,fre,,1861-1890
11819890,Modellen en opgaven van brieven,1885,dut,,1861-1890
11709058,"De Helle, een punt van ons geloof",1883,dut,,1861-1890
11614986,L'ingénieur-conseil a l'Exposition de Paris 1878,1880,fre,,1861-1890
11643811,Réflexions morales ou maximes à suivre pour être heureux,1840,fre,,1831-1860
12244736,Convenzione in data 15 decembre 1877 per il transporto sul mare e per l'imbarca e lo sbarco dei militari ed impiegati dipendente Dai ministeri della guerra marina (...),1878,ita,Voghera Carlo,1861-1890
12094560,Recherches sur la bibliothèque du Grand Condé,1860,fre,,1861-1890
12132265,La Pragmatique sanction de Saint-Louis,1890,fre,Alliance Typographique,1891-1901
13026140,La Migration des Symboles,1891,fre,,1891-1901
13303134,L'italie d'hier,1894,fre,G. Charpentier & E. Fasquelle,1891-1901
11460952,Lives of british statesmen,1838,eng,,1831-1860
11826744,"Eer en deugd, of de rechtveerdige straf",1885,dut,Lodewijk Janssens,1861-1890
12318712,La princesse Marie-Immaculée de Bourbon,1894,fre,"Société Saint-Augustin, Desclée, De Brouwer & Cie",1891-1901
11441066,Balistique,1875,fre,,1861-1890
11434602,Guide officiel de la correspondance télégraphique,1867,fre,,1861-1890
11390557,"Vie et mort édifiantes de Monseigneur Auguste-Denis Affre, archevêque de Paris",1848,fre,,1831-1860
11287982,Les noms propres assyriens,1861,fre,"Duprat, Benjamin",1861-1890
12387377,Théorie des sciences,1882,fre,,1861-1890
22335868,Theologia moralis generalis,1900,lat,,1891-1901
22222722,Allgemeine Zustände des deutschen Volkes,1883,ger,,1861-1890
12274354,Contes et souvenirs,1893,fre,Paul Lacomblez,1891-1901
12864338,De la dérivation de la Meuse,1845,fre,,1831-1860
12259308,"Lager landbouwonderwijs in tuin, hoeve en school",,dut,Jules De Meester-Van Nieuwenhuyse,
13688725,Contribution à l'étude de l'alimentation de l'Homme et des anthropomorphes,1894,fre,,1891-1901
11995035,"Quomodo Edmundus Spenserus ad Chaucerum se fingens in eclogis ""The shepheardes Calender"" versum heroicum renovarit ac refecerit",1896,lat,G. Masson,1891-1901
22158188,La recherche du vrai bien,1849,fre,Garnier Frères,1831-1860
13660843,Le dernier amour de Ronsard,1882,fre,,1861-1890
12250822,"Aide-mémoire. Trois cent trente cinq formules mnémotechniques, méthode simple et pratique pour retenir les principaux faits et les dates de l'histoire romaine",1890,fre,,1891-1901
13366413,"Le procédé au gélatino-bromure, suivi d'une note de Edw Milsom sur les clichés portatifs, et de la traduction des notices de R Kennett et Rév H-G Palmer",1877,fre,,1861-1890
13022899,La France pendant la Révolution,1891,fre,"E. Plon, Nourrit & Cie",1891-1901
13732372,Géographie historique et administrative de la Gaule romaine,1876,fre,,1861-1890
13315470,"Projet de Code Pénal pour l'empire du Japon, présenté au Sénat par le Ministre de la Justice le 8e mois de la 10e année de Meiji (Août 1877)",1879,fre,,1861-1890
13277408,Le Guide diplomatique,1866,fre,F.A. Brockhaus,1861-1890
13576247,Kritisch-erklärendes Handwörterbuch der deutschen Sprache,1838,ger,,1831-1860
12953482,La religion défendue par ses ennemis,1890,fre,"Société Saint-Augustin, Desclée, De Brouwer & Cie",1891-1901
11587924,The first crossing of Spitsbergen,1897,eng,J.M. Dent,1891-1901
12995500,"De l'existence universelle, de celle de l'Homme en société et de ses fins",1847,fre,,1831-1860
11455723,Pindari Carmina,1850,multiple languages,B.G. Teubner,1831-1860
12931360,Gl'ingegneri militari che operarono o scrissero in Piemonte dall'anno MCC all'anno MDCL,1871,ita,Stamperia Reale,1861-1890
11274099,Ueber Wesen und Bedeutung der Homerfrage,1889,ger,J. F. Richter,1861-1890
12608292,Leben und Kunst des schwedischen Malers Peter Hörberg,1819,ger,,1801-1830
13602698,Notice sur Félix-M.-J.-M. Stappaerts,1889,fre,"Hayez, Frédéric-Maximilien",1861-1890
11790375,Essai sur la coqueluche,1828,fre,,1801-1830
22233517,Geslacht van Borcharen,1897,dut,Genealogisch En Heraldisch Archief,1891-1901
12380724,Les microbes,1882,fre,Savy,1861-1890
17476855,"Considération sur le projet de municipalité, par l'ex-bourg-mestre de Chestret, Baron de Hanneffe, colonel du régiment municipal. Liege en septembre 1790",1790,fre,,1751-1800
15099272,Trois piéces remarquables adressées au public de la part des Etats de Brabant,1787,fre,,1751-1800
12766129,Dictionnaire des Pseudonymes,1887,fre,,1861-1890
13043449,"Simeon's letters to his kinsfolk and other great people written, chiefly from France & Belgium in the years 1832, 1833 & 1834",1834,eng,Longman,1831-1860
12552057,Compétence respective du juge d'instruction et de la chambre du conseil,1897,fre,Bruylant-Christophe & Cie,1891-1901
12124699,Les Solitudes,1869,fre,,1861-1890
13113109,Beiträge zur Geschichte der Reformation und der Sitten jener Beit,1855,ger,Bauer Und Raspe,1831-1860
12055527,Die politischen Parteien Griechenlands,1844,ger,,1831-1860
12349545,Conférences sur l'histoire de l'Église et le développement du dogme aux huit premiers siècles,1894,fre,H. Dessain,1891-1901
12349545,Conférences sur l'histoire de l'Église et le développement du dogme aux huit premiers siècles,1894,fre,Delhomme & Briguet,1891-1901
13649026,Batalhas da Companhia de Jesus na sua gloriosa provincia do Japâo,1894,por,Imprensa Nacional,1891-1901
11777063,Chez les sauvages,1884,fre,Bibliothèque Gilon,1861-1890
13685393,Notice sur un cartulaire de l'abbaye de Saint-Ghislain,1862,fre,,1861-1890
12384903,Par les chemins,1895,fre,,1891-1901
13051038,Impressions de voyage,1887,fre,"Tamizey De Larroque, Philippe",1861-1890
12521836,Reseña de los acontecimientos politicos y militares de la provincia de Guayaquil desde 1813 hasta 1824 inclusives,1863,spa,,1861-1890
12444244,L'artiglieria da campo in Europa nel 1876,1876,ita,,1861-1890
12795055,Marioline,1899,dut,De Vos & Van Der Groen,1891-1901
12573485,Lebenserinnerung und Briefwechsel,1861,ger,,1861-1890
12692604,Traité pratique d'electricité,1882,fre,,1861-1890
12661460,"Études sur les machines, d'après l'expérience et le raisonnement",1828,fre,,1801-1830
12056843,Die römisch-rechtlichen Mittheilungen in des Tacitus Geschichtbüchern,1860,ger,,1861-1890
11374094,The cabinet portrait Gallery,1890,eng,Cassell And Company Limited,1891-1901
11989289,De Franciadis epica fabula in posteriore XVImi saeculi parte praesertim apud Petrum Laudunium ab Aquileriis (Pierre Delaudun d'Aigaliers),1891,lat,Ernest Thorin,1891-1901
12100943,Programma van het provinciaal Utrechtsche genootschap van kunsten en wetenschappen,1821,dut,,1801-1830
11754516,Reisen nach dem Nordpalarmeer in den Jahren 1870 und 1871,1872,ger,,1861-1890
13648732,"Estudos sobre alguns portos commerciaes da Europa, Asia, Africa e Oceania e sobre diversos serviços concernentes à engenheria civil",1885,por,,1861-1890
11286952,Das Gesetz im Zufall,1877,ger,C. G. Lüderitz'Sche Verlagsbuchhandlung,1861-1890
11731905,Untersuchungen über Friesische Rechtsgeschichte,1880,ger,Wilhelm Hertz,1861-1890
17026797,Heureux Fruits de l'éducation chrétienne,1890,fre,"Société Saint-Augustin, Desclée, De Brouwer & Cie",1891-1901
11606178,Dicht-en Prozastukjes,1880,dut,,1861-1890
13132164,Causes & effets de l'accroissement successif des armées permanentes,1876,fre,,1861-1890
12120418,Eucologio romano,1889,spa,"Societatis S. Joannis Evangelistae Desclée, Lefèbvre & Soc.",1861-1890
11504614,Albert en Valentina,1876,dut,De Schepper-Philips,1861-1890
11320872,Le créancier hypothécaire,1865,fre,,1861-1890
13532624,Règlement contre les incendies,1848,fre,,1831-1860
13317862,"Obras de Don Manuel Breton de los Herreros, de la Real Academia Española",1851,spa,,1831-1860
13707247,Die Reichspolitik des Erzbischofs Philipp von Köln (1167-1191),1899,ger,Universitäts-Buchdruckerei,1891-1901
12211072,Simple coup d'oeil,1892,fre,Typographie De P. Weissenbruch,1891-1901
12054631,Poésie,1857,dut,,1831-1860
13426669,Précis pratique de la méthode d'enseignement,1823,fre,,1801-1830
13498116,Meta Holdenis,1873,fre,Librairie Hachette & Cie,1861-1890
13681452,Catalogue des anciennes porcelaines tendres de sèvres (...),1898,fre,,1891-1901
11609478,"Manuel complet et pratique du cubage des bois,",1880,fre,,1861-1890
12393048,Mémoire a Messieurs les Membres de la Commission nommée pour la révision de la partie du Code de Procédure qui concerne les Saisies-Immobilières,1851,fre,Daubresse-Steigner,1831-1860
12521959,La République du Chili,1876,fre,,1861-1890
12756734,Bij kinderen,1899,dut,,1891-1901
12944200,Portraits du XVIIe siècle,1890,fre,,1891-1901
11837033,Histoire du fer dans le pays de Namur,1873,fre,,1861-1890
12398469,Osservazioni presentate all'assemblea della banca romana,1842,ita,,1831-1860
13656219,Traité d'algèbre élémentaire,1883,fre,H. Manceaux,1861-1890
12922933,Attribution de quelques médailles inédites au monnayage primitif des Arabes à Alexandrie,1859,fre,,1831-1860
